,created_at,text,ticker
764,2020-04-21 06:50:38+00:00,$AAPL 1-hour view from 4/06 update presented to members at https://t.co/7pgSLh5SPg  pullback completed as a flat structure &amp; resumed higher  #Elliottwave #Trading #Apple https://t.co/Hryzfh471U,AAPL
765,2020-05-30 08:04:05+00:00,"RT @iflickerman: ""All Free"" Retail is Back, Amazon $AMZN ready for Chapter 11 🤣🤣🤣 @JuliaLaRoche https://t.co/t4S8BD3REg",AMZN
766,2020-04-29 01:25:51+00:00,RT @AmericanBanking: Jefferies Financial Group Reaffirms “Buy” Rating for Alphabet $GOOG https://t.co/r2A7GeIc6F #stocks,GOOG
767,2020-07-06 13:50:16+00:00,"[ $SPY $QQQ $IWM $SPX $NDX $RUT $AMZN $NFLX $AAPL $MSFT $BA $TSLA Stocks &amp; Option Alert  Service https://t.co/ZXTYWWzaA8 ]
$IBB   to Sell.]  =",TSLA
768,2020-06-03 13:01:49+00:00,"UnitedHealth Group - $UNH

💰 QUOTE
$UNH was UP ⬆ on Tue Jun 02
Closed at 306.31 USD for a 0.12% gain from previous close
📈 📈 📈

📊 ANALYSIS
UnitedHealth Group should be nationalized
☭ ☭ ☭",UNH
771,2020-05-08 00:30:51+00:00,Lots of replanting.... $HD https://t.co/NGcHkbT7yo,HD
772,2020-07-02 14:25:34+00:00,$MRK VOLUME AT THIS POINT WOULD INDICATE AND MAKES IT REALISTIC THAT 80$ ! IF YOU HAVE EXTRA $ SAVE A LITTLE BACKFOR YOUR RAINY DAY ! VIX LOWER! GL. MAY THE FORCE BE WITH YOU! ( ; o )))),MRK
774,2020-04-13 21:00:53+00:00,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/Jygh6huARA $NVDA $TSLA $GS $REGN $BAC $GOOGL $FB,TSLA
781,2020-07-08 01:47:47+00:00,#Options Flow Grid Update $CAT #OptionsTrading Caterpillar Shares🔻1.57% to $127.4 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrH1R3 https://t.co/Efxh5QF5yy https://t.co/RhDjz9fN13,CAT
782,2020-05-04 14:43:39+00:00,"$DIS crushed the index in early 2010s out of a recession, willing to bet it does the same coming out of this recession. https://t.co/wPlcuqWjY3",DIS
783,2020-07-03 16:50:31+00:00,"$AAPL - Apple's Handwriting On The Wall For Intel And AMD. https://t.co/wGimZoIpp4  - 1,324% profits - 1/2 in $$ - last 14 years - buy #AIM #investing book, get free newsltr &amp; learn how - https://t.co/CzS5PXZWco - https://t.co/IHjBPabNd1 - like $AAPL",AAPL
786,2020-06-29 14:27:58+00:00,The big story today? $AMZN is going down after completing the ending diagonal anticipated a month ago. https://t.co/JRX6COtXF1 #Elliottwave $XLC $SPX $NDX https://t.co/q8YLClRUqF,AMZN
787,2020-07-12 17:43:53+00:00,"RT @SJosephBurns: Earnings season begins:

https://t.co/eDYHYwrKxe 

$JPM $PEP $NFLX $WFC $DAL $DPZ $C $BAC $UNH $JNJ $FAST $GS $ABT $FRC $…",WFC
790,2020-06-13 14:40:12+00:00,Gartner Inc $IT Sees Large Decline in Short Interest https://t.co/ryBGQzbylC #stocks,IT
792,2020-07-09 12:11:29+00:00,RT @realJosephRich: Tim Cook furiously trying to save the NASDAQ by buying back $AAPL stock funded by debt bought by the Fed is the lowest…,AAPL
793,2020-06-06 16:00:10+00:00,"Currently holding:

$QQQ 1/15/2021 $310C
$T 1/21/22 $5C 

I left a lot of money on the table last week but overall I’m happy with the continued growth. My account is currently up 51% in three weeks. Excited for next week!",T
795,2020-07-07 18:50:50+00:00,"$ES - 2nd BIG WIN of the day

Short ES at 3167  Exit = 3150 (partial)

Profit = 17 ES pts = $850

#algotrade #eosalgotrade $SPX $SPY $AMZN $AAPL $AMD $FB $SHOP $BYND $NVDA $GOOGL $MSFT $TSLA $BA $CMG $INTC $NFLX $JPM $BAC $YM $YM_F $NQ $NQ_F $ES $ES_F $GC $GLD $QQQ https://t.co/RrLAkUQXpU",TSLA
796,2020-06-08 03:21:17+00:00,RT @UPBOptionMil: Some of the largest open interest increases from this past weeks trading action 6.1 - 6.5    $HTZ $ZNGA $SNAP $BAC $MS $I…,MS
798,2020-07-07 21:10:38+00:00,"$AAPL #patent 10,707,699 Interphase transformer based rectifier for wireless power transfer #tech #IP #research https://t.co/DIr8TObqln https://t.co/y3Y1OjiK01",AAPL
801,2020-06-30 12:38:45+00:00,$AAPL - Shipment estimates cut for Apple's 5G iPhones - Digitimes https://t.co/ep9MWtz3ZL,AAPL
803,2020-04-13 13:02:49+00:00,"RT @Sarge986: The Virus Remains in Control, Unrealistic V-Shaped Recovery, Trading 2 Stocks $GILD $MYL $MRNA $INO $JNJ $JPM $WFC $AMD $NVDA…",WFC
809,2020-06-11 15:30:11+00:00,@GreenTeamToad @Stockcratez Thanks for sharing AI is the future and Google and Fidelity deals are MASSIVE! $GOOG $GOOGL $FIS $SSFT,FIS
812,2020-06-28 17:12:19+00:00,"Weekly Newsletter going out Later today!

Outlook for the Market, FAANG &amp; Individual names (big-smallcap) for this week w/ equity/options plays  $SPY $AAPL $AMZN $NFLX $FB etc.. 

Free for Members 
Link to Sign Up for The Month:
https://t.co/Zp4xc5dDO1",NFLX
820,2020-07-01 18:56:45+00:00,Did $PFE just say they could enroll 30K in the trial in four weeks?,PFE
826,2020-06-02 13:57:11+00:00,RT @OphirGottlieb: $AAPL Apple cuts iPhone prices in China to keep momentum going as economy continues to reopen https://t.co/Dc3ug1II8N,AAPL
827,2020-06-15 23:16:06+00:00,$FB facebook still hold its 220 support  plus whatsapp payment start in Brazil.i think this is bullish for fb https://t.co/0u19SoHjCm,FB
829,2020-04-16 16:30:52+00:00,"Went through $JPM $GS $WFC $BAC earnings transcripts, it seems like consumer side loans are pretty shaky. In terms of tier 1 ratio, $PNC and $BAC are a bit low.",WFC
843,2020-04-12 09:27:48+00:00,Peoples Financial Services CORP. Has $3.29 Million Stock Holdings in Pfizer $PFE https://t.co/FBLtEZgK7i,PFE
847,2020-06-16 14:42:01+00:00,RT @247WallSt: Tuesday Top Analyst Upgrades and Downgrades Part 2: $HUM $INTC $KGC $LRCX $MU $MOH $MNTA $NFLX $NEOP $NVDA $QCOM $PETQ $SCCO…,QCOM
848,2020-06-24 20:55:22+00:00,Mastercard update on switched transactions and volume $MA https://t.co/p75eJNWAab,MA
850,2020-06-17 16:23:30+00:00,RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ https://t.co/umuS8WOIKE,ES
852,2020-07-13 20:21:02+00:00,"$MSFT Bearish Engulfing
Daily appearances since 2010: 85
Close 5 days later ±:
Avg: 0.79
SD: 1.84
Worst: -3.78
Best: 6.78

10 days later:
Avg: 1.32
SD: 3.23
Worst: -4.94
Best: 18.85

30 days later:
Avg: 2.24
SD: 5.63
Worst: -14.42
Best: 31.26",MSFT
855,2020-05-29 03:22:36+00:00,"#Stocks by Rockers. Rush, lyrics by Peart - Lessons taught but never learned.
All around us anger burns.
Guide the future by the past.
Long ago the mold was cast.

#knowyourlevels #makeitrain 
#patience
$DIA $SPX $SPY $QQQ $IWM $TSLA $FB $AAPL $AMZN $NVDA $NFLX $GOOG #FANG #BANG",TSLA
856,2020-07-16 20:19:16+00:00,"RT @SharpStreetCap: And just like most of the Nasdaq overvalued 

Stocks always comeback to reality 

$NFLX $AMZN $AAPL $FB $NVDA",NFLX
857,2020-07-11 13:51:47+00:00,"Tracking well to May 9 Plan 

- we slaughtered the move to 127-130 1st target 
- deeper than expected retrace on #C19 fear phase II 
- next stop - rally to 140 on #Truth

#Mando is killing #C19

$DIS $SPY $QQQ https://t.co/9egpP0Ys3r",DIS
862,2020-07-16 18:49:34+00:00,Goldman Sachs Group $GS Price Target Raised to $192.00 at Morgan Stanley https://t.co/MOaaXgYJC4 #stocks,GS
864,2020-04-19 04:54:25+00:00,"$BLPH jumped 430% on Friday. The next stock we see that might have triple-digit potential is $NOVN

$AYTU $INO $OPK $IBIO $NNVC $MRNA $GILD $AMRN

#stocks #biotech #coronavirus #covid19 #pennystocks #news #novn #blph https://t.co/FevkshNiqP",GILD
866,2020-04-28 16:04:30+00:00,RT @OptionGrail: Added to $DKS chart setup still looks good for continuation $TGT $LOW $HD,TGT
867,2020-06-30 08:00:23+00:00,"So my point here isn’t to approve or disapprove, but federal reserve is NOT buying bonds from $AAPL - i.e it’s not providing debt financing - $AAPl is one of 794 firms (that run a gamut) whose existing debt the fed is purchasing (frankly not that much of btw) in secondary market. https://t.co/QgRIS7UTHp",AAPL
872,2020-04-29 21:00:02+00:00,RT @RampCapitalLLC: Imagine not being long into $AMZN earnings https://t.co/R5f5vGVXqS,AMZN
873,2020-07-07 13:45:17+00:00,"$TROW T. Rowe Price #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/B7BWRcEdMH https://t.co/o91lJzZK3X https://t.co/CuidboglCX",TROW
876,2020-06-30 21:03:22+00:00,RT @ExactOptionPick: Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/etq7XEbHPQ $NVDA $TSLA $GS $…,TSLA
879,2020-05-29 15:47:04+00:00,BlackRock Investment Management (UK) Limited short position in CARNIVAL PLC down -0.30% to 0.63% #CCL $CCL #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #ShortSqueeze https://t.co/vM411LdLkR,CCL
882,2020-06-17 14:03:48+00:00,"RT @aaaamhim: $NE ARTICLE JUST OUT! STOP SLEEPING!💸📈
$SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $M…",TSLA
885,2020-04-16 21:22:23+00:00,$DIS Welp... https://t.co/i723H9yeE7,DIS
887,2020-06-04 20:25:07+00:00,"Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 10-day trail, No Credit Card https://t.co/9SEbatKhcS $AAPL $TSLA $NFLX $ROKU",TSLA
891,2020-07-07 04:46:22+00:00,"Amazon shares rose past $3,000 for the first time while Tesla extended its five-day rally to over 40%.

$AMZN $TSLA #stockmarkets",TSLA
894,2020-07-07 13:32:06+00:00,already in $AAPL pulled profit!,AAPL
897,2020-07-09 01:15:49+00:00,RT @Nick86294519: @apollotradingsd Aside from my in depth analysis on $C and $JPM that I posted. They got beat down 40% bcz market assumed…,JPM
899,2020-05-05 00:03:01+00:00,"@semodough $DIS would cost over $200 B. Actually, it is likely that the cash is in wrong places. They have consistently been borrowing to fund dividends",DIS
902,2020-04-18 05:07:31+00:00,"@dalminium @Skelrad @KeithMcCullough I am not a trader but when I saw $sfm for a long looked into that and will be holding that one for a while, nice to see $JPM target raised this afternoon.
https://t.co/ThZElK1bWd",JPM
903,2020-06-01 18:37:04+00:00,"RT @CheddarFlow: Some top opening order flow we caught today
$AMZN $IWM $TSLA 

#stocks #options #optionsflow https://t.co/0DykzHmopc",TSLA
907,2020-05-31 20:33:34+00:00,@amazon $AMZN stock is gonna tank tomorrow,AMZN
909,2020-06-08 06:26:59+00:00,Due to widespread #bankruptcy #financialobligations #banks @jpmorgan @WellsFargo @BHHSRealEstate @BBCBerkshire @GoldmanSachs @Chase @Mastercard @visa $AMZN $BABA $F $FB $GM $NFLX $MSFT $NVDA $CHK $RRC $XOM $OIL $UNG #Oil @cnnbrk @CNN @FOXLA,NVDA
911,2020-04-17 15:01:31+00:00,RT @ShockExchange: Ignore Joe Burrow. #Opioid Deal Makes Teva's Kare Schultz The Goat https://t.co/svwQeUe70R $TEVA $MNK $ENDP $JNJ #opioid…,JNJ
913,2020-05-08 15:51:15+00:00,$AAPL took some 1/2 at 1.0. https://t.co/KnPX23IWoF,AAPL
915,2020-06-06 14:41:27+00:00,"Not all toilet papers are created equal... 

#tushy 
#investing #investor #assets #dividends #fiat $KOL $spx $dji #silver $BTC $ETH $ETC $TSLA #gold 
#macroeconomics 
#bitcoin",TSLA
916,2020-04-28 20:08:33+00:00,IMO $GOOG guide is going to be terrible on the call https://t.co/td2Bz0STaq,GOOG
920,2020-07-08 20:34:09+00:00,"RT @ManiaMarkets: Perf YTD:

Gold miner ETF beats Tech faves &amp; Apple in 2020

$QQQ 20.70%
$AAPL 26.92%
$GDX  28.86%
$PAAS 27.14%
$AUY   40%",AAPL
923,2020-07-08 13:10:22+00:00,"Mercury Time-Price Analytics: Daily Algo Bull-Bear Pivots

7-8-20
ES $3144.18
NQ $10556
$SPY $314.45
$QQQ $257.55
$AAPL $374.43
$MSFT $209.81
$JPM $92.89
$XLF $23.00
30 YR Bond 178'30
Crude $40.52

https://t.co/QSS6ySABdL

$SPX #StockMarket #DayTrading #ES_F #stocks #crude #bonds",MSFT
925,2020-06-01 10:52:14+00:00,RT @BioStocks: $MRK $AZN LYNPARZA Receives Positive Opinion from EU CHMP for First-Line Maintenance Treatment of Patients with Germline BRC…,MRK
930,2020-04-29 20:21:23+00:00,"RT @CNBCClosingBell: MICROSOFT EARNINGS:
- Revs. Beat $35.02B vs. $33.66B Est.
- EPS Beats $1.40 vs. $1.26 Est.
$MSFT https://t.co/n7C7ZIRP…",MSFT
935,2020-07-07 16:44:18+00:00,"Date : 07/07/2020
Time :  12:42 PM
Ticker : $BAC
Exp :  07/17/20
Strike :23
Spot : 23.05
Contracts : 1000 @ 0.80
Premium : $80K
Type : SWEEP
  #trading #inversion  #Nasdaq
#COVID19 #stocks #Fed $ROKU $AMZN $APPLE $SQ $SPY",AMZN
936,2020-07-13 13:35:46+00:00,Buy the Dip replaced with plain old FOMO - pick faves and set stops. Tech still rules to day. Dow up one percent but Nasdaq still the tell &amp; up 1.25%. FAANG &amp; Friends intra-sector rotation= All in the green as $SQ leads (rebound off selloff last week) while $MSFT lags the group,MSFT
945,2020-06-05 05:23:08+00:00,RT @Sandro_power: This market is tough but we will wait for confirmation $AAPL has not been able to confirm my rules a good reason why this…,AAPL
946,2020-07-10 05:12:36+00:00,"$AMD $NVDA $TSLA $NDX $SPY $AAPL $BABA $NFLX $ROKU $BA $COST $MCD $WMT $FB $VIX $ES $DKNG $ADBE
Click here to get instant updates and free trials. Join the link to https://t.co/USlOOzZoZk https://t.co/IOv4bn5M45",WMT
949,2020-06-01 17:51:55+00:00,RT @dhovekamp42: @THETECHNICIAN84 $ADAP IPO $17 PT will be easy to do should $GSK / $MRK report favourable first data at #ASCO2020 from its…,MRK
957,2020-07-10 13:23:32+00:00,@RichLightShed $GOOG needs to buy $ROKU - get off their wallet and do something useful.,GOOG
960,2020-06-05 11:50:06+00:00,RT @CNBC: Buy Disney shares with 'both hands' if it reaches this key level: Miller Tabak $DIS (via @TradingNation) https://t.co/TcRit7KFWx,DIS
967,2020-06-13 13:38:02+00:00,"RT @SeekingAlpha: $AAPL $ADS $ALGN - Stocks To Watch: Spotlight On EVs, Shipping And Hertz. https://t.co/ugbX7XfrRV #stockmarket #economy #…",AAPL
968,2020-06-30 17:12:15+00:00,$UVXY making a comeback and $AAPL dumping up 3 points in that now https://t.co/sgB7kbi6D1,AAPL
970,2020-06-08 10:56:41+00:00,Apache Co. $APA Given Consensus Rating of “Hold” by Analysts https://t.co/ahyp2cxFKb #stocks,APA
972,2020-07-09 14:30:54+00:00,RT @AlertTrade: #algotrading #algotrade $SPX $SPY $AMZN $AAPL $FB $SHOP $NVDA $GOOGL $PAYX $ASPU $SMPL $WBA $BBBY $LEVI $SGH $MSM $HELE $AZ…,WBA
975,2020-04-19 12:41:05+00:00,"High Risk $ABBV Walks Away From #Allergan 

$aapl $amzn $agn $brk $bhc $ba $cat $ge $gm $hlf $iep $crm $cmg $googl $jnj $wfc $bac $ms $gs $jpm $c $cs $msft $nflx $fb $tst $qsr $hd $tsla $ko $ibm $pep $mnst $abbv $pfe https://t.co/AmOkTdTVFQ",ABBV
976,2020-05-03 01:50:52+00:00,"RT @realmaxkeiser: A few Buffett facts: 

$AMZN too late 
$AAPL too late 
Airlines - Stock buybacks are criminal 
$WFC - Condoned millions…",WFC
977,2020-05-05 14:48:05+00:00,$AAPL 17-Jun-22 380 Calls Traded 381 times for $1 Million in premium. https://t.co/G0HqlxrpZ9 https://t.co/klP4lppe84,AAPL
978,2020-06-15 23:28:04+00:00,"@LennyIce Interesting. My instinct was: to be on page 1 or 2, you have to pay the toll man (the 'e-tailer') via marketing spend. $AMZN can execute pieces of $GOOGL playbook over time. Related, I always found it odd the discrepancy between Europe vs. USA in terms of private label adoption.",AMZN
980,2020-04-29 18:49:44+00:00,Microsoft to Post Q3 Earnings: Is Cloud the Saving Grace? $MSFT https://t.co/oxbNN9shpP,MSFT
982,2020-04-14 08:17:25+00:00,Pfizer $PFE Rating Lowered to Hold at Zacks Investment Research https://t.co/pcY3cGNjz2,PFE
984,2020-07-08 16:35:01+00:00,$FB gave some nice buying opportunities below 238 this morning. I love it when bad news makes a good stock sell off.,FB
986,2020-07-02 19:07:47+00:00,"#JPMorgan Chase $JPM Has A Good  #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQytXq https://t.co/pV0VogSUeq",JPM
988,2020-04-09 03:59:33+00:00,Wells Fargo &amp; Co Reiterates “Buy” Rating for Abbott Laboratories $ABT https://t.co/aaGdMCBO68 #stocks,ABT
990,2020-07-15 01:07:19+00:00,$UNH 17-Jul-20 ATM Implied Volatility is up +10.7% to 48.1. Straddle Implies a Move of ±4.2%. Earnings Jul 15 BMO. https://t.co/wvnSfNF68U,UNH
993,2020-06-17 10:01:47+00:00,"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ 

Watching 2 upper blue…",ES
998,2020-06-30 10:34:43+00:00,$KTOV $MRK collaboration confirmed! Big surge in PM,MRK
1004,2020-05-07 17:21:10+00:00,Investors Buy High Volume of American Water Works Put Options $AWK https://t.co/znbZw8ptx4 #stocks,AWK
1008,2020-06-30 14:12:24+00:00,"RT @tradertvshawn: Feeling #savage here with this $AAPL scalp!!  LETS GO!!!!

#stocks #trading #market #trader #markets #nasdaq #nyse #dayt…",AAPL
1010,2020-07-13 18:55:48+00:00,RT @Sandro_power: $AAPL $GOOGL we made good gains following the rules not as much as we wanted to but good gains with skill. If you want to…,AAPL
1011,2020-07-07 20:45:22+00:00,"CANCEL DEUTSCHE BANK $DB NOW! = #CHOMOBANK

REAL #AMERICANS BANK #USA 
$GOLD $JPM $GS $BAC $C $MS

$wmt $cvs $fb $aapl $nflx $googl $amzn $ibb $eem $pg $t $jnj $z $botz $msft $lulu $ibm $tsla $crm $pep $f $ge $pton $hd $jnj $cat $vix $xlf $mkc $rl $tgt $a

https://t.co/VxlYxnIDi7",JPM
1013,2020-04-26 09:07:33+00:00,"@CN_wire LOL, that sounds like a court drama in the TV series.🤪

Li posted these in Dangdang's office and declare a war to his wife, Yu Yu(俞渝).

By the way, Yu was the founder too. She declined the merge plan from Amazon.
$Dang $AMZN #当当 #LiGuoqing #李国庆 https://t.co/KOOzFxkWz5",AMZN
1017,2020-07-11 00:30:04+00:00,"RT @MinteractApp: Friday's Top Flow in #industrial sector, Buy Flow &amp; Sell Flow $BA $CAT $CSX $FDX $GD $HON $FAST $LUV $WM $EFX $NOC $GE $P…",WM
1021,2020-07-13 13:04:58+00:00,No one is going to upgrade $PEP !?,PEP
1029,2020-06-14 06:50:09+00:00,RT @ManchesterUtd81: @EnronChairman @WillRayValentin @EnergyCynic $NOG isn't in the list cause its AAA like $CVX https://t.co/X97taAoX6i,CVX
1031,2020-04-09 23:57:05+00:00,3 Surprisingly Controversial Stocks in Donald Trump's Portfolio @themotleyfool #stocks $GILD $MO https://t.co/d9hlJnSRN3,GILD
1032,2020-07-05 10:13:45+00:00,RT @SeekingAlpha: $F - Ford: A Cheap Stock With High Liquidity Brings Opportunity. https://t.co/KES63dU5FW #finance #stocks #economy,F
1035,2020-06-30 21:07:53+00:00,RT @GerberKawasaki: This made my day. Tesla is bigger than Exxon! I LOVE IT! $XOM $TSLA https://t.co/WVrLaVRz2z,TSLA
1038,2020-04-29 20:43:23+00:00,https://t.co/gyCmwHFgux $FB release.,FB
1039,2020-05-05 12:00:07+00:00,"#DumbMickey
In Sturges, Sullivan's Travels,  Joel  McCrea in seeing a Mickey Mouse cartoon realizes the true aim and purpose of comedy or entertainment. $DIS has absolutely no clue - the reason Di will end up a dog and $NFLX, which has adopted Disney's old motto, shall shine. https://t.co/9FSb8l5pzP",DIS
1043,2020-05-08 18:58:26+00:00,"Another great week 

We hit the #BleachBowl - $CLX right into 204 closing off run from 185, swung some lotto puts as a kicker 🧼

$IWM a well-sizes double from 123.90 

$DIS another killer week after Hedge helped you fend off the analyst garbage 
- looks like lots more to come",DIS
1047,2020-07-09 11:30:57+00:00,"Hearing a lot about how frothy the markets are, so I did some quick valuation work on my portfolio.

EV/Sales of each business I own:

$SQ - 11.3
$SPOT - 6.1
$ROKU - 12.9
$MTCH - 13.6
$MA - 17.8
$SMLR - 7.9
$EA - 6.3
$AYX - 26.3
$LVGO - 44.1

Price appreciation ≠ overvaluation",MA
1049,2020-04-16 12:44:45+00:00,"(5:00am UTC-7 Apr 16 iPhone US Top 500 Grossing)

$GLUU @KKHOfficial blows past $ZNGA Small Giant Games' Empires, Merge Dragon!, CSR2— Disney $DIS @SorcerersArena past $ZNGA Poker, WwF2 (cont...) https://t.co/Vyq2xgOGJY

Source: AppAnnie #coronavirus #SocialDistancing #MegaTrends",DIS
1053,2020-06-17 03:46:03+00:00,"RT @cadeinvests: A few solid dividend stocks with yields.

$T - 6.75% 
$O - 4.53%
$JNJ - 2.72%
$MMM - 3.76%
$MCD - 2.60%
$JPM - 3.50%

A lo…",O
1061,2020-06-21 08:39:13+00:00,"$XOM in Downtrend: its price expected to drop as it breaks its higher Bollinger Band on June 5, 2020. View odds for this and other indicators: https://t.co/UC8WGVsOGa #ExxonMobil #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/3tMZuzHrvY",XOM
1065,2020-04-23 11:35:32+00:00,"RT @getvolatility: Cheap call option upside: $CCL calls cheaper than 88% of history, $BIIB 88%, $HD 88%, $NCLH 88%, $HAL 88%, $WMB 88%, $W…",WMB
1066,2020-06-27 03:23:55+00:00,Get those $V calls ready boys https://t.co/evm9YRnPLj,V
1067,2020-06-02 15:21:16+00:00,"$SPY C-Suite play lip service to diversity as merely a talking point. The chasm is wider in $IWM. Dimon often praised, but $JPM Board has one token black women.

I have never seen a co more dedicated to making diversity matter than $SVMK. Proud bagholder.

https://t.co/IZYFGkULZx https://t.co/BA16ge8Keu",JPM
1069,2020-06-19 13:07:54+00:00,Some stocks in play today $AAPL $SPOT $INTC $ABBV,INTC
1075,2020-07-06 15:41:07+00:00,RT @VolatilityWiz: $AMZN Bezos might be a trillionaire by Prime Day.,AMZN
1077,2020-04-19 01:25:08+00:00,RT @KimbleCharting: JP Morgan bulls and shareholders hope this isn't a kiss good-bye at dual resistance! $JPM $SPX $BKX $XLF https://t.co/4…,JPM
1079,2020-06-16 12:54:00+00:00,Looks like $JPM is propping up another restaurant company as $RRGB enters equity distribution agreement for up to $40M,JPM
1082,2020-04-17 03:15:52+00:00,RT @NorthmanTrader: Since @JeffBezos &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,AMZN
1083,2020-06-24 13:14:10+00:00,"Strong Stocks  watch-list for trading on June 24, 2020 $QQQ $SPY $IWM @tradealike #success #trading #options #stock #investing
$GOOGL $BLK $CLX $V $DG $KMB $ZTS $TGT $CL $SNE https://t.co/iOTkDb14uk",ZTS
1084,2020-06-15 18:47:32+00:00,"Monday Evening Most Active Options before Close Watching $AMD $AAL $INTC $INTC $TSLA $GSK

https://t.co/gHGOQ1ObZV",TSLA
1085,2020-04-27 23:35:41+00:00,Dow up 350 $AAPL $AMZN $TSLA $NVDA $NFLX $BABA $MSFT $SPY $QQQ https://t.co/Iwc1Wt9XSR,TSLA
1091,2020-07-08 20:39:33+00:00,$AAPL Steady...... Steady.... Easy does it now. Think we can put on another 80 before she tumbles. https://t.co/OVrCyZY3ly,AAPL
1093,2020-05-28 04:48:49+00:00,$TWTR $FB $GOOG - Trump order to enable punishment for social media - WP https://t.co/MJcmwbTYlq,TWTR
1095,2020-06-23 17:32:06+00:00,"@Mindwbw $AAPL keeps milking their customers. 100% fine with that, every business does that. But the customers dont have any milk left.",AAPL
1096,2020-06-09 13:04:53+00:00,RT @RedDogT3: $FB looks tight again. It's been a bit of play since the President criticized social media names. I did buy some vs. the $225…,FB
1097,2020-04-21 12:39:06+00:00,"Implied Volatility getting it done with Dmitry !! This can help in your research in $T  $Z $V  and $MS  for examplr,  https://t.co/2ngRM0KVde
#options #optionstrading #tradingideas #volatility #investing",V
1101,2020-07-06 17:27:29+00:00,So who bought $AMZN in March when it was in the $1600s? It’s over $3000 now. Wild!,AMZN
1111,2020-06-16 17:27:41+00:00,"Eeryone loading up here ? 
Load the boat 
$AAPL 450-500
$TSLA 1800
$BA 500
$AMZN 4000 
$GOOGL 2000
$HTZ 20++
bookmark this @me after the next 2 Fed infusions",TSLA
1112,2020-06-19 15:48:27+00:00,"Source of Beijing’s big new #COVID19  outbreak is still a mystery

 https://t.co/gsnaL8cbN3 #ChinaIndiaFaceoff #ChinaLiedAndPeopleDied #China #COVID19 $HAO $BCNA $ASHX $FLTW $CHNA $CHIX $YAO $CNYA $ZHOK $CQQQ $NIO $TVIX $UVXY $CHIM $CHII $AFTY $NIO $TSLA $AAPL $AEMD $AMZN $CHTR https://t.co/aDnngFkEQj",TSLA
1113,2020-04-16 20:30:45+00:00,Charles Schwab Co. $SCHW Receives Consensus Recommendation of “Hold” from Analysts https://t.co/JNLav1AEzl #stocks,SCHW
1114,2020-04-15 22:56:19+00:00,RT @raymond10mm: #down day again $spx $es_f $AAPL #daytrading #investing #futures $spy $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $goo…,XOM
1115,2020-05-08 14:59:37+00:00,Shanghai Disneyland Tickets Sold Out in Minutes $DIS  https://t.co/uylg6W1VDH,DIS
1117,2020-05-28 21:41:02+00:00,"Breakdown #stocks (sharp move below recent support)

$HPQ $MRO $TBLT $IRWD $DVN $WKHS $BCRX $CLR $AKBA $IOVA 

Sort results by Time, Chg, %, Vol and more.
#nyse #nasdaq
https://t.co/ntbYbUlrMe",MRO
1118,2020-06-10 07:56:11+00:00,"RT @permabear_uk: $MSFT broke a new historic high, settling +0.8% to $189.80. A day for Nadella and team to celebrate. @petenajarian https:…",MSFT
1126,2020-05-28 19:22:57+00:00,One for the #MoveWest crowd. [Chance to become Jan Koum's neighbor.] $FB https://t.co/N0VMQ0qFHs,FB
1127,2020-07-07 16:06:36+00:00,RT @WallStCynic: Sigh. The ridiculous “$TSLA is just like $AMZN in its early days” trope is making the rounds again. Setting aside that the…,TSLA
1129,2020-07-16 16:44:54+00:00,$AMZN $2992 you’re welcome,AMZN
1130,2020-04-12 15:43:55+00:00,"Hard to argue that #bitcoin is not correlating with stocks at the moment. #bitcoin seemed to go green last Sunday when $SPX and $DOW futures traded green and followed through with a move to $7,440, but #btc bulls lost momentum over the weekend. Again.",DOW
1131,2020-04-25 14:05:21+00:00,"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…",UPS
